2025-07-05 23:43:17,681 | INFO | __main__ | Starting crawl stage
2025-07-05 23:43:18,412 | INFO | crawler.sources.baradwajrangan_links | Page 8 attempt 1 length=210452
2025-07-05 23:43:18,438 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/9/
2025-07-05 23:43:18,459 | INFO | crawler.sources.baradwajrangan_links | Page 9 attempt 1 length=209879
2025-07-05 23:43:18,482 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/10/
2025-07-05 23:43:18,505 | INFO | crawler.sources.baradwajrangan_links | Page 10 attempt 1 length=209115
2025-07-05 23:43:18,529 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/11/
2025-07-05 23:43:18,551 | INFO | crawler.sources.baradwajrangan_links | Page 11 attempt 1 length=211261
2025-07-05 23:43:18,593 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/12/
2025-07-05 23:43:18,620 | INFO | crawler.sources.baradwajrangan_links | Page 12 attempt 1 length=211628
2025-07-05 23:43:18,642 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/13/
2025-07-05 23:43:18,660 | INFO | crawler.sources.baradwajrangan_links | Page 13 attempt 1 length=212079
2025-07-05 23:43:18,684 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/14/
2025-07-05 23:43:18,706 | INFO | crawler.sources.baradwajrangan_links | Page 14 attempt 1 length=212411
2025-07-05 23:43:18,728 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/15/
2025-07-05 23:43:18,753 | INFO | crawler.sources.baradwajrangan_links | Page 15 attempt 1 length=209877
2025-07-05 23:43:18,777 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/16/
2025-07-05 23:43:18,798 | INFO | crawler.sources.baradwajrangan_links | Page 16 attempt 1 length=210408
2025-07-05 23:43:18,820 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/17/
2025-07-05 23:43:18,842 | INFO | crawler.sources.baradwajrangan_links | Page 17 attempt 1 length=210700
2025-07-05 23:43:18,864 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/18/
2025-07-05 23:43:18,888 | INFO | crawler.sources.baradwajrangan_links | Page 18 attempt 1 length=209572
2025-07-05 23:43:18,913 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/19/
2025-07-05 23:43:18,938 | INFO | crawler.sources.baradwajrangan_links | Page 19 attempt 1 length=210901
2025-07-05 23:43:18,961 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/20/
2025-07-05 23:43:18,982 | INFO | crawler.sources.baradwajrangan_links | Page 20 attempt 1 length=208971
2025-07-05 23:43:19,006 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/21/
2025-07-05 23:43:19,026 | INFO | crawler.sources.baradwajrangan_links | Page 21 attempt 1 length=210480
2025-07-05 23:43:19,048 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/22/
2025-07-05 23:43:19,065 | INFO | crawler.sources.baradwajrangan_links | Page 22 attempt 1 length=209685
2025-07-05 23:43:19,088 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/23/
2025-07-05 23:43:19,115 | INFO | crawler.sources.baradwajrangan_links | Page 23 attempt 1 length=208151
2025-07-05 23:43:19,137 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/24/
2025-07-05 23:43:19,162 | INFO | crawler.sources.baradwajrangan_links | Page 24 attempt 1 length=209874
2025-07-05 23:43:19,184 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/25/
2025-07-05 23:43:19,206 | INFO | crawler.sources.baradwajrangan_links | Page 25 attempt 1 length=208811
2025-07-05 23:43:19,230 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/26/
2025-07-05 23:43:19,250 | INFO | crawler.sources.baradwajrangan_links | Page 26 attempt 1 length=210063
2025-07-05 23:43:19,272 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/27/
2025-07-05 23:43:19,297 | INFO | crawler.sources.baradwajrangan_links | Page 27 attempt 1 length=207594
2025-07-05 23:43:19,321 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/28/
2025-07-05 23:43:19,343 | INFO | crawler.sources.baradwajrangan_links | Page 28 attempt 1 length=210554
2025-07-05 23:43:19,365 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/29/
2025-07-05 23:43:19,382 | INFO | crawler.sources.baradwajrangan_links | Page 29 attempt 1 length=210600
2025-07-05 23:43:19,405 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/30/
2025-07-05 23:43:19,426 | INFO | crawler.sources.baradwajrangan_links | Page 30 attempt 1 length=212254
2025-07-05 23:43:19,448 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/31/
2025-07-05 23:43:19,467 | INFO | crawler.sources.baradwajrangan_links | Page 31 attempt 1 length=212040
2025-07-05 23:43:19,488 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/32/
2025-07-05 23:43:19,507 | INFO | crawler.sources.baradwajrangan_links | Page 32 attempt 1 length=209316
2025-07-05 23:43:19,531 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/33/
2025-07-05 23:43:19,556 | INFO | crawler.sources.baradwajrangan_links | Page 33 attempt 1 length=210492
2025-07-05 23:43:19,578 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/34/
2025-07-05 23:43:19,597 | INFO | crawler.sources.baradwajrangan_links | Page 34 attempt 1 length=210013
2025-07-05 23:43:19,619 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/35/
2025-07-05 23:43:19,643 | INFO | crawler.sources.baradwajrangan_links | Page 35 attempt 1 length=210513
2025-07-05 23:43:19,664 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/36/
2025-07-05 23:43:19,683 | INFO | crawler.sources.baradwajrangan_links | Page 36 attempt 1 length=209777
2025-07-05 23:43:19,706 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/37/
2025-07-05 23:43:19,728 | INFO | crawler.sources.baradwajrangan_links | Page 37 attempt 1 length=208770
2025-07-05 23:43:19,781 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/38/
2025-07-05 23:43:19,831 | INFO | crawler.sources.baradwajrangan_links | Page 38 attempt 1 length=214946
2025-07-05 23:43:19,855 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/39/
2025-07-05 23:43:19,876 | INFO | crawler.sources.baradwajrangan_links | Page 39 attempt 1 length=210974
2025-07-05 23:43:19,901 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/40/
2025-07-05 23:43:19,925 | INFO | crawler.sources.baradwajrangan_links | Page 40 attempt 1 length=211282
2025-07-05 23:43:19,948 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/41/
2025-07-05 23:43:20,047 | INFO | crawler.sources.baradwajrangan_links | Page 41 attempt 1 length=210771
2025-07-05 23:43:20,080 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/42/
2025-07-05 23:43:20,100 | INFO | crawler.sources.baradwajrangan_links | Page 42 attempt 1 length=211437
2025-07-05 23:43:20,123 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/43/
2025-07-05 23:43:20,142 | INFO | crawler.sources.baradwajrangan_links | Page 43 attempt 1 length=211493
2025-07-05 23:43:20,167 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/44/
2025-07-05 23:43:20,188 | INFO | crawler.sources.baradwajrangan_links | Page 44 attempt 1 length=209137
2025-07-05 23:43:20,210 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/45/
2025-07-05 23:43:20,227 | INFO | crawler.sources.baradwajrangan_links | Page 45 attempt 1 length=213633
2025-07-05 23:43:20,249 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/46/
2025-07-05 23:43:20,272 | INFO | crawler.sources.baradwajrangan_links | Page 46 attempt 1 length=213039
2025-07-05 23:43:20,296 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/47/
2025-07-05 23:43:20,319 | INFO | crawler.sources.baradwajrangan_links | Page 47 attempt 1 length=210428
2025-07-05 23:43:20,341 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/48/
2025-07-05 23:43:20,360 | INFO | crawler.sources.baradwajrangan_links | Page 48 attempt 1 length=211946
2025-07-05 23:43:20,384 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/49/
2025-07-05 23:43:20,402 | INFO | crawler.sources.baradwajrangan_links | Page 49 attempt 1 length=214855
2025-07-05 23:43:20,424 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/50/
2025-07-05 23:43:20,447 | INFO | crawler.sources.baradwajrangan_links | Page 50 attempt 1 length=210345
2025-07-05 23:43:20,468 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/51/
2025-07-05 23:43:20,491 | INFO | crawler.sources.baradwajrangan_links | Page 51 attempt 1 length=212007
2025-07-05 23:43:20,516 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/52/
2025-07-05 23:43:20,552 | INFO | crawler.sources.baradwajrangan_links | Page 52 attempt 1 length=212513
2025-07-05 23:43:20,575 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/53/
2025-07-05 23:43:20,593 | INFO | crawler.sources.baradwajrangan_links | Page 53 attempt 1 length=213920
2025-07-05 23:43:20,617 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/54/
2025-07-05 23:43:20,635 | INFO | crawler.sources.baradwajrangan_links | Page 54 attempt 1 length=214048
2025-07-05 23:43:20,657 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/55/
2025-07-05 23:43:20,683 | INFO | crawler.sources.baradwajrangan_links | Page 55 attempt 1 length=209890
2025-07-05 23:43:20,706 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/56/
2025-07-05 23:43:20,730 | INFO | crawler.sources.baradwajrangan_links | Page 56 attempt 1 length=212844
2025-07-05 23:43:20,752 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/57/
2025-07-05 23:43:20,777 | INFO | crawler.sources.baradwajrangan_links | Page 57 attempt 1 length=210284
2025-07-05 23:43:20,799 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/58/
2025-07-05 23:43:20,818 | INFO | crawler.sources.baradwajrangan_links | Page 58 attempt 1 length=213529
2025-07-05 23:43:20,843 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/59/
2025-07-05 23:43:20,862 | INFO | crawler.sources.baradwajrangan_links | Page 59 attempt 1 length=210148
2025-07-05 23:43:20,885 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/60/
2025-07-05 23:43:20,909 | INFO | crawler.sources.baradwajrangan_links | Page 60 attempt 1 length=208717
2025-07-05 23:43:20,934 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/61/
2025-07-05 23:43:20,958 | INFO | crawler.sources.baradwajrangan_links | Page 61 attempt 1 length=211867
2025-07-05 23:43:20,980 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/62/
2025-07-05 23:43:20,998 | INFO | crawler.sources.baradwajrangan_links | Page 62 attempt 1 length=214892
2025-07-05 23:43:21,053 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/63/
2025-07-05 23:43:21,079 | INFO | crawler.sources.baradwajrangan_links | Page 63 attempt 1 length=212965
2025-07-05 23:43:21,101 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/64/
2025-07-05 23:43:21,120 | INFO | crawler.sources.baradwajrangan_links | Page 64 attempt 1 length=212152
2025-07-05 23:43:21,140 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/65/
2025-07-05 23:43:21,162 | INFO | crawler.sources.baradwajrangan_links | Page 65 attempt 1 length=213504
2025-07-05 23:43:21,186 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/66/
2025-07-05 23:43:21,208 | INFO | crawler.sources.baradwajrangan_links | Page 66 attempt 1 length=213615
2025-07-05 23:43:21,229 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/67/
2025-07-05 23:43:21,247 | INFO | crawler.sources.baradwajrangan_links | Page 67 attempt 1 length=214421
2025-07-05 23:43:21,270 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/68/
2025-07-05 23:43:21,287 | INFO | crawler.sources.baradwajrangan_links | Page 68 attempt 1 length=216221
2025-07-05 23:43:21,308 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/69/
2025-07-05 23:43:21,331 | INFO | crawler.sources.baradwajrangan_links | Page 69 attempt 1 length=214700
2025-07-05 23:43:21,355 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/70/
2025-07-05 23:43:21,373 | INFO | crawler.sources.baradwajrangan_links | Page 70 attempt 1 length=212256
2025-07-05 23:43:21,394 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/71/
2025-07-05 23:43:21,416 | INFO | crawler.sources.baradwajrangan_links | Page 71 attempt 1 length=210808
2025-07-05 23:43:21,437 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/72/
2025-07-05 23:43:21,458 | INFO | crawler.sources.baradwajrangan_links | Page 72 attempt 1 length=211004
2025-07-05 23:43:21,481 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/73/
2025-07-05 23:43:21,503 | INFO | crawler.sources.baradwajrangan_links | Page 73 attempt 1 length=211628
2025-07-05 23:43:21,524 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/74/
2025-07-05 23:43:21,548 | INFO | crawler.sources.baradwajrangan_links | Page 74 attempt 1 length=209724
2025-07-05 23:43:21,572 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/75/
2025-07-05 23:43:21,592 | INFO | crawler.sources.baradwajrangan_links | Page 75 attempt 1 length=209953
2025-07-05 23:43:21,614 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/76/
2025-07-05 23:43:21,631 | INFO | crawler.sources.baradwajrangan_links | Page 76 attempt 1 length=207337
2025-07-05 23:43:21,653 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/77/
2025-07-05 23:43:21,675 | INFO | crawler.sources.baradwajrangan_links | Page 77 attempt 1 length=210119
2025-07-05 23:43:21,699 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/78/
2025-07-05 23:43:21,722 | INFO | crawler.sources.baradwajrangan_links | Page 78 attempt 1 length=208854
2025-07-05 23:43:21,744 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/79/
2025-07-05 23:43:21,768 | INFO | crawler.sources.baradwajrangan_links | Page 79 attempt 1 length=209069
2025-07-05 23:43:21,792 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/80/
2025-07-05 23:43:21,811 | INFO | crawler.sources.baradwajrangan_links | Page 80 attempt 1 length=210432
2025-07-05 23:43:21,832 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/81/
2025-07-05 23:43:21,850 | INFO | crawler.sources.baradwajrangan_links | Page 81 attempt 1 length=211847
2025-07-05 23:43:21,874 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/82/
2025-07-05 23:43:21,893 | INFO | crawler.sources.baradwajrangan_links | Page 82 attempt 1 length=213265
2025-07-05 23:43:21,914 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/83/
2025-07-05 23:43:21,933 | INFO | crawler.sources.baradwajrangan_links | Page 83 attempt 1 length=209874
2025-07-05 23:43:21,954 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/84/
2025-07-05 23:43:21,970 | INFO | crawler.sources.baradwajrangan_links | Page 84 attempt 1 length=212254
2025-07-05 23:43:21,993 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/85/
2025-07-05 23:43:22,015 | INFO | crawler.sources.baradwajrangan_links | Page 85 attempt 1 length=212395
2025-07-05 23:43:22,036 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/86/
2025-07-05 23:43:22,056 | INFO | crawler.sources.baradwajrangan_links | Page 86 attempt 1 length=213516
2025-07-05 23:43:22,080 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/87/
2025-07-05 23:43:22,099 | INFO | crawler.sources.baradwajrangan_links | Page 87 attempt 1 length=213455
2025-07-05 23:43:22,121 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/88/
2025-07-05 23:43:22,140 | INFO | crawler.sources.baradwajrangan_links | Page 88 attempt 1 length=211910
2025-07-05 23:43:22,193 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/89/
2025-07-05 23:43:22,212 | INFO | crawler.sources.baradwajrangan_links | Page 89 attempt 1 length=212386
2025-07-05 23:43:22,234 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/90/
2025-07-05 23:43:22,253 | INFO | crawler.sources.baradwajrangan_links | Page 90 attempt 1 length=214516
2025-07-05 23:43:22,276 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/91/
2025-07-05 23:43:22,292 | INFO | crawler.sources.baradwajrangan_links | Page 91 attempt 1 length=212809
2025-07-05 23:43:22,316 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/92/
2025-07-05 23:43:22,333 | INFO | crawler.sources.baradwajrangan_links | Page 92 attempt 1 length=209115
2025-07-05 23:43:22,355 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/93/
2025-07-05 23:43:22,375 | INFO | crawler.sources.baradwajrangan_links | Page 93 attempt 1 length=207541
2025-07-05 23:43:22,398 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/94/
2025-07-05 23:43:22,422 | INFO | crawler.sources.baradwajrangan_links | Page 94 attempt 1 length=208211
2025-07-05 23:43:22,443 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/95/
2025-07-05 23:43:22,463 | INFO | crawler.sources.baradwajrangan_links | Page 95 attempt 1 length=215464
2025-07-05 23:43:22,485 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/96/
2025-07-05 23:43:22,507 | INFO | crawler.sources.baradwajrangan_links | Page 96 attempt 1 length=214901
2025-07-05 23:43:22,531 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/97/
2025-07-05 23:43:22,551 | INFO | crawler.sources.baradwajrangan_links | Page 97 attempt 1 length=216980
2025-07-05 23:43:22,573 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/98/
2025-07-05 23:43:22,598 | INFO | crawler.sources.baradwajrangan_links | Page 98 attempt 1 length=214262
2025-07-05 23:43:22,622 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/99/
2025-07-05 23:43:22,641 | INFO | crawler.sources.baradwajrangan_links | Page 99 attempt 1 length=213090
2025-07-05 23:43:22,663 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/100/
2025-07-05 23:43:22,686 | INFO | crawler.sources.baradwajrangan_links | Page 100 attempt 1 length=212937
2025-07-05 23:43:22,710 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/101/
2025-07-05 23:43:22,737 | INFO | crawler.sources.baradwajrangan_links | Page 101 attempt 1 length=212763
2025-07-05 23:43:22,760 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/102/
2025-07-05 23:43:22,780 | INFO | crawler.sources.baradwajrangan_links | Page 102 attempt 1 length=215892
2025-07-05 23:43:22,803 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/103/
2025-07-05 23:43:22,819 | INFO | crawler.sources.baradwajrangan_links | Page 103 attempt 1 length=213902
2025-07-05 23:43:22,843 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/104/
2025-07-05 23:43:22,864 | INFO | crawler.sources.baradwajrangan_links | Page 104 attempt 1 length=215164
2025-07-05 23:43:22,887 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/105/
2025-07-05 23:43:22,905 | INFO | crawler.sources.baradwajrangan_links | Page 105 attempt 1 length=214091
2025-07-05 23:43:22,929 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/106/
2025-07-05 23:43:22,965 | INFO | crawler.sources.baradwajrangan_links | Page 106 attempt 1 length=214525
2025-07-05 23:43:22,989 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/107/
2025-07-05 23:43:23,009 | INFO | crawler.sources.baradwajrangan_links | Page 107 attempt 1 length=213366
2025-07-05 23:43:23,034 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/108/
2025-07-05 23:43:23,054 | INFO | crawler.sources.baradwajrangan_links | Page 108 attempt 1 length=212382
2025-07-05 23:43:23,077 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/109/
2025-07-05 23:43:23,097 | INFO | crawler.sources.baradwajrangan_links | Page 109 attempt 1 length=213558
2025-07-05 23:43:23,120 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/110/
2025-07-05 23:43:23,143 | INFO | crawler.sources.baradwajrangan_links | Page 110 attempt 1 length=214584
2025-07-05 23:43:23,167 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/111/
2025-07-05 23:43:23,192 | INFO | crawler.sources.baradwajrangan_links | Page 111 attempt 1 length=214948
2025-07-05 23:43:23,213 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/112/
2025-07-05 23:43:23,244 | INFO | crawler.sources.baradwajrangan_links | Page 112 attempt 1 length=214538
2025-07-05 23:43:23,268 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/113/
2025-07-05 23:43:23,290 | INFO | crawler.sources.baradwajrangan_links | Page 113 attempt 1 length=215071
2025-07-05 23:43:23,313 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/114/
2025-07-05 23:43:23,337 | INFO | crawler.sources.baradwajrangan_links | Page 114 attempt 1 length=215683
2025-07-05 23:43:23,392 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/115/
2025-07-05 23:43:23,412 | INFO | crawler.sources.baradwajrangan_links | Page 115 attempt 1 length=214542
2025-07-05 23:43:23,434 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/116/
2025-07-05 23:43:23,454 | INFO | crawler.sources.baradwajrangan_links | Page 116 attempt 1 length=215853
2025-07-05 23:43:23,476 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/117/
2025-07-05 23:43:23,497 | INFO | crawler.sources.baradwajrangan_links | Page 117 attempt 1 length=213473
2025-07-05 23:43:23,521 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/118/
2025-07-05 23:43:23,550 | INFO | crawler.sources.baradwajrangan_links | Page 118 attempt 1 length=216799
2025-07-05 23:43:23,572 | INFO | crawler.sources.baradwajrangan_links | Fetching https://baradwajrangan.wordpress.com/page/119/
