2025-07-05 23:27:32,810 | INFO | step_5_generate_sentiment | Generating sentiment for 163 reviews
2025-07-05 23:27:39,770 | INFO | step_5_generate_sentiment | Skipping sentiment for 3120f158-6c67-43d9-b39a-6857bf98fade -> No – not a review.
2025-07-05 23:27:40,442 | INFO | step_5_generate_sentiment | Skipping sentiment for e52d9eea-ec25-4654-8f1c-9aab70030d34 -> No – not a review
2025-07-05 23:27:40,790 | INFO | step_5_generate_sentiment | Skipping sentiment for 9f57f95c-d85a-4ba6-9e38-65921538677f -> No - not a review
2025-07-05 23:27:41,337 | INFO | step_5_generate_sentiment | Skipping sentiment for 44c3e7ed-313a-43be-a615-55811a7ae62e -> No – not a review
2025-07-05 23:27:41,618 | INFO | step_5_generate_sentiment | Skipping sentiment for 448cabc8-6947-4c7a-bbc7-70a22fa32500 -> No – not a review
2025-07-05 23:27:41,940 | INFO | step_5_generate_sentiment | Skipping sentiment for 01f6ff1f-4b38-4ba3-ae7f-9eef3cb2bfbf -> No – not a review
2025-07-05 23:27:42,342 | INFO | step_5_generate_sentiment | Skipping sentiment for b83a7c95-74d4-49e9-9f9c-cf004e15b4db -> No – not a review
2025-07-05 23:27:42,615 | INFO | step_5_generate_sentiment | Skipping sentiment for d07f6e52-cadd-49db-85d1-d6a4de52ed15 -> No – not a review
2025-07-05 23:27:42,941 | INFO | step_5_generate_sentiment | Skipping sentiment for b9657c97-5045-4f9c-85de-74971790d1ba -> No – not a review
2025-07-05 23:27:43,268 | INFO | step_5_generate_sentiment | Skipping sentiment for 8ca180c5-2a3f-499b-98ca-de0403eba453 -> No – not a review
2025-07-05 23:27:43,631 | INFO | step_5_generate_sentiment | Skipping sentiment for 90c72836-abb7-409c-bff2-22218383b17a -> No – not a review
2025-07-05 23:27:44,195 | INFO | step_5_generate_sentiment | Skipping sentiment for 0ea0fcca-b406-4225-9499-69aa214a44ba -> No – not a review
2025-07-05 23:27:44,572 | INFO | step_5_generate_sentiment | Skipping sentiment for 63479175-be68-4c31-842d-233e3dd03342 -> No – not a review
2025-07-05 23:27:45,074 | INFO | step_5_generate_sentiment | Skipping sentiment for 6a7adb88-c480-4539-8861-7db9ddd673cd -> No – not a review
2025-07-05 23:27:45,458 | INFO | step_5_generate_sentiment | Skipping sentiment for 13bc0b37-f1ab-43fd-ad93-b358a0806b12 -> No – not a review
2025-07-05 23:27:45,777 | INFO | step_5_generate_sentiment | Skipping sentiment for 7e761c48-c85e-4764-95f7-8dd89f8e5f87 -> No – not a review
2025-07-05 23:27:46,115 | INFO | step_5_generate_sentiment | Skipping sentiment for 8c4e2312-19d4-4c25-97bb-11a006d67e9b -> No – not a review
2025-07-05 23:27:46,726 | INFO | step_5_generate_sentiment | Skipping sentiment for 48e57ff4-607a-4e40-80a5-1d08c268b8f7 -> No – not a review.
2025-07-05 23:27:47,372 | INFO | step_5_generate_sentiment | Skipping sentiment for 45462f02-332a-41a5-b662-a7481cb417db -> No - not a review
2025-07-05 23:27:47,665 | INFO | step_5_generate_sentiment | Skipping sentiment for acfaaf5f-fa11-4d6f-93fc-db6296293672 -> No – not a review
2025-07-05 23:27:48,674 | INFO | step_5_generate_sentiment | Skipping sentiment for a260ccb8-a331-4444-acb0-c18a60ebd277 -> No – not a review
2025-07-05 23:27:49,065 | INFO | step_5_generate_sentiment | Skipping sentiment for 19515d8f-cb7f-4644-a760-28640a8e2b40 -> No – not a review
2025-07-05 23:27:49,370 | INFO | step_5_generate_sentiment | Skipping sentiment for 6034257e-352e-4957-84a8-dc00fd689f5d -> No – not a review
2025-07-05 23:27:50,041 | INFO | step_5_generate_sentiment | Skipping sentiment for 07e87bcb-60a6-413d-b354-4347c0bc79e0 -> No – not a review.
2025-07-05 23:27:50,516 | INFO | step_5_generate_sentiment | Skipping sentiment for f9630fb9-c400-4e56-a883-0774ae980170 -> No – not a review
2025-07-05 23:27:50,862 | INFO | step_5_generate_sentiment | Skipping sentiment for 3a6a5935-2bc1-435c-9c94-31b2caa87d23 -> No – not a review.
2025-07-05 23:27:51,162 | INFO | step_5_generate_sentiment | Skipping sentiment for 35a7c540-7049-4073-bafb-760019b96850 -> No – not a review.
2025-07-05 23:27:51,473 | INFO | step_5_generate_sentiment | Skipping sentiment for 2eb6b973-efeb-4875-b52f-79737357e4ad -> No – not a review
2025-07-05 23:27:51,745 | INFO | step_5_generate_sentiment | Skipping sentiment for c4d1a212-321d-403d-9800-1cd226c0c0ea -> No – not a review
2025-07-05 23:27:52,328 | INFO | step_5_generate_sentiment | Skipping sentiment for 968ee74d-e774-4353-8f17-6a3c9b775ad1 -> No – not a review.
2025-07-05 23:27:52,665 | INFO | step_5_generate_sentiment | Skipping sentiment for 452a344b-22dc-4a61-930b-f429a16d2682 -> No – not a review
2025-07-05 23:27:52,978 | INFO | step_5_generate_sentiment | Skipping sentiment for 1e13b472-a0c4-4cfc-a523-068f93057eb6 -> No – not a review
2025-07-05 23:27:53,257 | INFO | step_5_generate_sentiment | Skipping sentiment for 5d071e5b-e3b8-42b4-a317-e35200509da6 -> No – not a review
2025-07-05 23:27:53,587 | INFO | step_5_generate_sentiment | Skipping sentiment for 52b37047-e513-4fca-b8b3-750f29bf9cb3 -> No – not a review
2025-07-05 23:27:53,924 | INFO | step_5_generate_sentiment | Skipping sentiment for ca74223e-eac9-47c8-8b5b-26aa62ec576a -> No – not a review
2025-07-05 23:27:55,660 | INFO | step_5_generate_sentiment | Skipping sentiment for e41d0fb1-e577-447e-9712-d6e9e64fdce3 -> No – not a review.
2025-07-05 23:27:55,973 | INFO | step_5_generate_sentiment | Skipping sentiment for 91058188-389b-43f9-8ea2-af575e332425 -> No – not a review
2025-07-05 23:27:56,322 | INFO | step_5_generate_sentiment | Skipping sentiment for 4dcfbf32-64e0-4a27-b00c-97b0074ef720 -> No – not a review.
2025-07-05 23:27:56,639 | INFO | step_5_generate_sentiment | Skipping sentiment for 6d530847-8e2e-4e81-ab1b-d892828c806a -> No – not a review
2025-07-05 23:27:56,960 | INFO | step_5_generate_sentiment | Skipping sentiment for 938af70c-32b1-4866-b0fa-0bf375c4e4dd -> No – not a review
2025-07-05 23:27:57,269 | INFO | step_5_generate_sentiment | Skipping sentiment for 04389db8-4c9a-4343-9c8a-95b23822fc2e -> No - not a review
2025-07-05 23:27:57,561 | INFO | step_5_generate_sentiment | Skipping sentiment for 994f9b5d-badd-40ea-a388-53cf48593fd1 -> No – not a review
2025-07-05 23:27:57,915 | INFO | step_5_generate_sentiment | Skipping sentiment for a550d3a7-0ae2-483b-8e64-4f5d678a07e8 -> No – not a review
2025-07-05 23:27:58,329 | INFO | step_5_generate_sentiment | Skipping sentiment for f774af65-ab5f-476a-be0e-a1cb4364a24d -> No – not a review.
2025-07-05 23:27:58,613 | INFO | step_5_generate_sentiment | Skipping sentiment for d7344d2f-534f-4aa7-b7da-052dc6bfc338 -> No – not a review
2025-07-05 23:27:59,191 | INFO | step_5_generate_sentiment | Skipping sentiment for c0b1caf3-b2ee-4ebd-abb8-eda12e4d9855 -> No – not a review
2025-07-05 23:28:00,099 | INFO | step_5_generate_sentiment | Skipping sentiment for c264052d-76b4-428e-92d2-6a094f7413ff -> No – not a review
2025-07-05 23:28:00,798 | INFO | step_5_generate_sentiment | Skipping sentiment for 9877df60-8eb2-411e-9211-afaaea8fddd1 -> No – not a review
2025-07-05 23:28:01,159 | INFO | step_5_generate_sentiment | Skipping sentiment for 280ac360-62ba-4811-a283-29f05071e15a -> No – not a review
2025-07-05 23:28:01,479 | INFO | step_5_generate_sentiment | Skipping sentiment for 961d2ee3-effe-48c6-90b9-3c66304486a9 -> No – not a review
2025-07-05 23:28:01,762 | INFO | step_5_generate_sentiment | Skipping sentiment for 05c6574d-ea0a-4c36-906b-30a05471371b -> No – not a review.
2025-07-05 23:28:02,090 | INFO | step_5_generate_sentiment | Skipping sentiment for 296133f2-a677-43ba-8b32-d7108d719480 -> No – not a review
2025-07-05 23:28:02,424 | INFO | step_5_generate_sentiment | Skipping sentiment for 4f85835a-34da-4d69-b549-d1b838fb5ff5 -> No – not a review
2025-07-05 23:28:02,666 | INFO | step_5_generate_sentiment | Skipping sentiment for ba28a160-03b2-4b25-9a78-a014dd2a4631 -> No – not a review
2025-07-05 23:28:03,011 | INFO | step_5_generate_sentiment | Skipping sentiment for 5a827dc9-62f3-4e6a-bbb2-106100a80b50 -> No – not a review
2025-07-05 23:28:03,293 | INFO | step_5_generate_sentiment | Skipping sentiment for a76c2025-ad31-47c0-a054-c379779c1913 -> No – not a review
2025-07-05 23:28:03,643 | INFO | step_5_generate_sentiment | Skipping sentiment for f74e1124-cfd6-44db-9170-93adbead1ba4 -> No – not a review
2025-07-05 23:28:04,151 | INFO | step_5_generate_sentiment | Skipping sentiment for c06106b6-9cde-466b-b7b8-4bb3c35c2dc2 -> No – not a review
2025-07-05 23:28:04,509 | INFO | step_5_generate_sentiment | Skipping sentiment for 09d8bc8b-860a-4b1e-b39d-2571b464486b -> No – not a review
2025-07-05 23:28:04,868 | INFO | step_5_generate_sentiment | Skipping sentiment for 186a41c5-a312-4923-864b-52d442711d0d -> No – not a review
2025-07-05 23:28:05,161 | INFO | step_5_generate_sentiment | Skipping sentiment for 8c312a4b-9a03-42a3-83cd-269ad6149621 -> No – not a review
2025-07-05 23:28:05,508 | INFO | step_5_generate_sentiment | Skipping sentiment for d7b66396-1dbb-470d-a17a-e76a7fd7f37b -> No – not a review
2025-07-05 23:28:05,874 | INFO | step_5_generate_sentiment | Skipping sentiment for a02625fc-07f8-4fe8-b67e-490e7404515d -> No – not a review
2025-07-05 23:28:06,217 | INFO | step_5_generate_sentiment | Skipping sentiment for 7e712278-8753-4e39-8649-b632bd1ac279 -> No – not a review.
2025-07-05 23:28:06,548 | INFO | step_5_generate_sentiment | Skipping sentiment for 6a52fd2e-b7fb-4f77-b74a-056d8cae4e91 -> No – not a review
2025-07-05 23:28:06,834 | INFO | step_5_generate_sentiment | Skipping sentiment for cfc4dcdb-2fcc-46eb-af32-7ad8d2224a0e -> No – not a review.
2025-07-05 23:28:07,179 | INFO | step_5_generate_sentiment | Skipping sentiment for 589a25ca-226e-42c2-93ea-63aa087b320d -> No – not a review
2025-07-05 23:28:07,978 | INFO | step_5_generate_sentiment | Skipping sentiment for 3d38f951-7f5e-4368-8a36-f0ee530045a8 -> No – not a review
2025-07-05 23:28:08,312 | INFO | step_5_generate_sentiment | Skipping sentiment for fcdfbe79-87a3-4a9f-9161-755c5efb33e9 -> No – not a review
2025-07-05 23:28:08,625 | INFO | step_5_generate_sentiment | Skipping sentiment for 8f760faf-b499-44c3-a154-7228f73f13f2 -> No - not a review
2025-07-05 23:28:08,999 | INFO | step_5_generate_sentiment | Skipping sentiment for 294949b3-2fe5-4714-aaa2-d8c65ac9d6bb -> No – not a review
2025-07-05 23:28:09,568 | INFO | step_5_generate_sentiment | Skipping sentiment for 4195a14b-7937-4495-9cd6-9e9ddd593eaf -> No – not a review
2025-07-05 23:28:09,913 | INFO | step_5_generate_sentiment | Skipping sentiment for 46985b97-b074-422b-a767-b3cff86e4dc7 -> No – not a review
2025-07-05 23:28:10,202 | INFO | step_5_generate_sentiment | Skipping sentiment for 205b080e-c2cb-4a47-8efb-1508777c85ac -> No - not a review
2025-07-05 23:28:10,500 | INFO | step_5_generate_sentiment | Skipping sentiment for d27acf06-4792-4087-bb05-27ee12aa369c -> No – not a review
2025-07-05 23:28:10,806 | INFO | step_5_generate_sentiment | Skipping sentiment for 3b813af3-c326-4133-82e3-fdb4d9399c1b -> No – not a review.
2025-07-05 23:28:11,082 | INFO | step_5_generate_sentiment | Skipping sentiment for ce5f9580-3a1c-4c49-9be8-474861d5ecdb -> No – not a review
2025-07-05 23:28:11,362 | INFO | step_5_generate_sentiment | Skipping sentiment for 68405618-61f6-4287-a79d-7515806a63f1 -> No – not a review
2025-07-05 23:28:11,923 | INFO | step_5_generate_sentiment | Skipping sentiment for 4218dbe5-a7a6-49f9-a90d-a4ad6324bb4c -> No – not a review
2025-07-05 23:28:12,238 | INFO | step_5_generate_sentiment | Skipping sentiment for e43d1e32-f8ef-499b-90a5-e89559873aa5 -> No – not a review
2025-07-05 23:28:12,639 | INFO | step_5_generate_sentiment | Skipping sentiment for a827e0d1-3481-4bf0-ab88-ab0ee9cd7e47 -> No – not a review
2025-07-05 23:28:12,934 | INFO | step_5_generate_sentiment | Skipping sentiment for 0d90e9ab-e8c0-4617-acdb-a39238b07397 -> No – not a review.
2025-07-05 23:28:13,268 | INFO | step_5_generate_sentiment | Skipping sentiment for fb5bf528-af13-44f0-a2a2-41ffc3cae436 -> No – not a review
2025-07-05 23:28:13,550 | INFO | step_5_generate_sentiment | Skipping sentiment for 20e400b4-2c2a-4cd2-8ee9-561b1111cb7e -> No – not a review.
2025-07-05 23:28:13,938 | INFO | step_5_generate_sentiment | Skipping sentiment for 40bf033e-5161-4d37-a8ab-2eea4cc17106 -> No – not a review.
2025-07-05 23:28:14,282 | INFO | step_5_generate_sentiment | Skipping sentiment for e6b917fe-777f-427c-b29b-515b9cd3790d -> No – not a review
2025-07-05 23:28:14,619 | INFO | step_5_generate_sentiment | Skipping sentiment for 0f1d9ca5-e769-4e9a-9870-54144135f871 -> No – not a review
2025-07-05 23:28:14,975 | INFO | step_5_generate_sentiment | Skipping sentiment for c90170b1-6576-462c-aaaa-db8f6a0b4f66 -> No – not a review
2025-07-05 23:28:15,454 | INFO | step_5_generate_sentiment | Skipping sentiment for 123e6976-3392-4e52-a5f2-db6d95b6b555 -> No – not a review
2025-07-05 23:28:16,057 | INFO | step_5_generate_sentiment | Skipping sentiment for d3eb0e1c-f36f-4f2b-8cb0-9cd1449225d5 -> No – not a review
2025-07-05 23:28:16,356 | INFO | step_5_generate_sentiment | Skipping sentiment for 51fd1414-38c5-4e3c-bd0e-fc4f7cc928c6 -> No - not a review
2025-07-05 23:28:16,701 | INFO | step_5_generate_sentiment | Skipping sentiment for 4c7b7f38-dae0-4b9e-8b62-b6d7620744ba -> No – not a review
2025-07-05 23:28:16,968 | INFO | step_5_generate_sentiment | Skipping sentiment for 9a04bc00-63d9-4dbe-8d97-e91543141105 -> No – not a review
2025-07-05 23:28:17,673 | INFO | step_5_generate_sentiment | Skipping sentiment for f7c01c63-b3e5-4098-adc4-0649c7c59c22 -> No – not a review.
2025-07-05 23:28:18,009 | INFO | step_5_generate_sentiment | Skipping sentiment for 07772cc9-a750-4222-a848-d4a33e22b47e -> No – not a review
2025-07-05 23:28:18,282 | INFO | step_5_generate_sentiment | Skipping sentiment for 9f6b9786-1177-4432-b0d1-88b2e428954c -> No – not a review
2025-07-05 23:28:18,542 | INFO | step_5_generate_sentiment | Skipping sentiment for 74a15a87-4c1d-455b-adcb-93ee93d24f81 -> No – not a review
2025-07-05 23:28:18,867 | INFO | step_5_generate_sentiment | Skipping sentiment for 4db73392-2f33-45ac-9d8c-a79bd02c95aa -> No – not a review
2025-07-05 23:28:19,211 | INFO | step_5_generate_sentiment | Skipping sentiment for f724cfbc-7d92-4c7b-9535-8095a12540a2 -> No – not a review
2025-07-05 23:28:19,623 | INFO | step_5_generate_sentiment | Skipping sentiment for 1e0622fc-b9aa-42bd-8536-303acde94162 -> No – not a review.
2025-07-05 23:28:19,900 | INFO | step_5_generate_sentiment | Skipping sentiment for ecad68e3-540b-4dd1-a114-78aab1cc9db1 -> No – not a review
2025-07-05 23:28:20,264 | INFO | step_5_generate_sentiment | Skipping sentiment for e4346633-d83b-4857-9f68-dce804d583c4 -> No – not a review
2025-07-05 23:28:20,588 | INFO | step_5_generate_sentiment | Skipping sentiment for 5ad6cf37-5b72-4d3b-8c67-86178c86077d -> No – not a review
2025-07-05 23:28:21,102 | INFO | step_5_generate_sentiment | Skipping sentiment for ac290dd8-3015-490e-9cf7-f970e3ed163f -> No – not a review
2025-07-05 23:28:21,365 | INFO | step_5_generate_sentiment | Skipping sentiment for 0d9150f2-0341-4d35-9af7-af3d280ca593 -> No - not a review
2025-07-05 23:28:22,212 | INFO | step_5_generate_sentiment | Skipping sentiment for 033ba9bf-a31c-47d1-99bc-6c3dd2274e77 -> No – not a review
2025-07-05 23:28:22,507 | INFO | step_5_generate_sentiment | Skipping sentiment for a65e88aa-1de1-472b-9bfa-04a31efab0ff -> No – not a review
2025-07-05 23:28:22,807 | INFO | step_5_generate_sentiment | Skipping sentiment for c55a0033-30b3-4a70-bdf4-aa349793e1db -> No – not a review
2025-07-05 23:28:23,108 | INFO | step_5_generate_sentiment | Skipping sentiment for ee53f772-e6e5-4a81-be62-4e684e9d2d47 -> No – not a review
2025-07-05 23:28:23,390 | INFO | step_5_generate_sentiment | Skipping sentiment for 64c6c34a-e6d4-43c2-94bf-d3adc2a4ac6c -> No – not a review
2025-07-05 23:28:23,795 | INFO | step_5_generate_sentiment | Skipping sentiment for 2430c847-5ab8-48ed-b654-9cfefed00f70 -> No – not a review
2025-07-05 23:28:24,028 | INFO | step_5_generate_sentiment | Skipping sentiment for 9b59bfe5-17cf-440d-9ad8-cbd524b6e89b -> No – not a review
2025-07-05 23:28:24,317 | INFO | step_5_generate_sentiment | Skipping sentiment for 767b8a7b-5fa6-478f-9abb-982cc835b2ac -> No – not a review.
2025-07-05 23:28:24,798 | INFO | step_5_generate_sentiment | Skipping sentiment for c1695862-bc32-4f93-b66a-cead42fe9ea7 -> No – not a review.
2025-07-05 23:28:25,102 | INFO | step_5_generate_sentiment | Skipping sentiment for 9598ad91-eac1-4232-8623-77b4b631afdc -> No – not a review
2025-07-05 23:28:25,603 | INFO | step_5_generate_sentiment | Skipping sentiment for a6302620-0c54-4aba-a382-0d10fd81c3dc -> No – not a review
2025-07-05 23:28:26,677 | INFO | step_5_generate_sentiment | Skipping sentiment for f2f86d1c-651f-4865-96c0-7fcfb2ccb435 -> No – not a review
2025-07-05 23:28:27,217 | INFO | step_5_generate_sentiment | Skipping sentiment for cf6cf567-c41b-434a-b012-3251c5a4aa33 -> No – not a review
2025-07-05 23:28:27,507 | INFO | step_5_generate_sentiment | Skipping sentiment for 2dfbafe8-e81d-4d68-878e-29eb5ad6ddb8 -> No – not a review
2025-07-05 23:28:27,901 | INFO | step_5_generate_sentiment | Skipping sentiment for 7f5da603-d248-4212-940d-ecd8f43d016d -> No – not a review
2025-07-05 23:28:28,546 | INFO | step_5_generate_sentiment | Updated sentiment for 03de6d58-1100-467a-ade1-c94722e854ae -> No
2025-07-05 23:28:29,258 | INFO | step_5_generate_sentiment | Updated sentiment for b3dbe569-dd1f-4e28-8333-0392f0152c0c -> Yes
2025-07-05 23:28:29,686 | INFO | step_5_generate_sentiment | Skipping sentiment for 9d69d7ef-5df8-4349-8544-96727921f921 -> No – not a review
2025-07-05 23:28:30,179 | INFO | step_5_generate_sentiment | Updated sentiment for 081be490-5fcd-4376-bdfa-bd16c5ec691b -> No
2025-07-05 23:28:30,907 | INFO | step_5_generate_sentiment | Updated sentiment for 90f86882-9135-4489-bbf7-18e0f0498d72 -> Yes
2025-07-05 23:28:31,368 | INFO | step_5_generate_sentiment | Skipping sentiment for 1f2e8a57-1168-47c1-989a-e69c8882408b -> No – not a review
2025-07-05 23:28:31,689 | INFO | step_5_generate_sentiment | Skipping sentiment for 3f93a432-de79-4792-9312-bb15962a6b86 -> No – not a review
2025-07-05 23:28:32,184 | INFO | step_5_generate_sentiment | Skipping sentiment for 8d8a508f-211f-404b-a17e-9f161fddd05c -> No – not a review
2025-07-05 23:28:32,612 | INFO | step_5_generate_sentiment | Skipping sentiment for 0dc775a3-3d5f-4b4a-bffa-b0996ef6b7d2 -> No – not a review
2025-07-05 23:28:32,963 | INFO | step_5_generate_sentiment | Skipping sentiment for b7c76a23-ab71-4768-b9b9-5d1847c0323f -> No – not a review.
2025-07-05 23:28:33,247 | INFO | step_5_generate_sentiment | Skipping sentiment for a7aeeb56-8e9b-4911-9ce5-fad26a91a8ea -> No – not a review
2025-07-05 23:28:33,529 | INFO | step_5_generate_sentiment | Skipping sentiment for 235eee2e-8d52-4a10-8015-293eb9ae93cb -> No – not a review
2025-07-05 23:28:33,878 | INFO | step_5_generate_sentiment | Skipping sentiment for 863e3024-9885-4673-ac76-922cda6d4f26 -> No – not a review
2025-07-05 23:28:34,341 | INFO | step_5_generate_sentiment | Skipping sentiment for 0b44a38e-677d-4edd-9af9-03e33877cf2c -> No – not a review
2025-07-05 23:28:34,713 | INFO | step_5_generate_sentiment | Skipping sentiment for 7e8bf107-ec28-443a-99d7-433085aa08c6 -> No – not a review.
2025-07-05 23:28:35,295 | INFO | step_5_generate_sentiment | Skipping sentiment for 2631130e-a55c-4e8f-8bb6-e91ffcfea6dc -> No – not a review
2025-07-05 23:28:35,733 | INFO | step_5_generate_sentiment | Updated sentiment for dcf7487c-0a78-4984-bf76-afcc456a7429 -> Maybe
2025-07-05 23:28:36,936 | INFO | step_5_generate_sentiment | Updated sentiment for 787c37fe-81d6-425f-bddd-a02b86ff2e7d -> No
2025-07-05 23:28:37,399 | INFO | step_5_generate_sentiment | Updated sentiment for ff795268-789d-4269-81e0-8cadfdebb804 -> Yes
2025-07-05 23:28:37,879 | INFO | step_5_generate_sentiment | Updated sentiment for 9dd04de8-1b29-43f2-af7b-49a99373e01e -> Yes
2025-07-05 23:28:38,341 | INFO | step_5_generate_sentiment | Updated sentiment for 19bebe57-0cf1-456a-b6ac-5b30537ba182 -> No
2025-07-05 23:28:39,016 | INFO | step_5_generate_sentiment | Updated sentiment for c2037ee8-aea8-4d57-8ba6-9d318372ef7f -> Yes
2025-07-05 23:28:39,489 | INFO | step_5_generate_sentiment | Updated sentiment for 7f4ef912-9557-4c17-bba0-74d43e993a61 -> Yes
2025-07-05 23:35:30,754 | INFO | step_5_generate_sentiment | Generating sentiment for 152 reviews
2025-07-05 23:35:31,325 | INFO | step_5_generate_sentiment | Skipping sentiment for 15e9bc20-8c1e-47b2-95ce-1285fa95e4a4 -> No – not a review
2025-07-05 23:35:31,669 | INFO | step_5_generate_sentiment | Skipping sentiment for a0e64dd0-155d-465d-8b34-4aa92c2a88f3 -> No – not a review
2025-07-05 23:35:32,270 | INFO | step_5_generate_sentiment | Skipping sentiment for 264d97f0-e92f-4ab1-b4fc-0446bd49a365 -> No – not a review
2025-07-05 23:35:32,720 | INFO | step_5_generate_sentiment | Skipping sentiment for 628d9aab-44f0-4c79-9bcb-f86587bf057d -> No - not a review
2025-07-05 23:35:33,028 | INFO | step_5_generate_sentiment | Skipping sentiment for a45e8b77-77e7-41e8-b1e1-acf0fd512dc0 -> No - not a review
2025-07-05 23:35:33,448 | INFO | step_5_generate_sentiment | Skipping sentiment for 40882766-02c9-47ce-bd4c-9a07967cc1cc -> No – not a review
2025-07-05 23:35:33,855 | INFO | step_5_generate_sentiment | Skipping sentiment for c002bb90-4238-47b3-90b3-dbb3a11f1095 -> No – not a review
2025-07-05 23:35:34,210 | INFO | step_5_generate_sentiment | Skipping sentiment for 23c9da27-8e4a-4fe3-b505-c56893dfc242 -> No – not a review.
2025-07-05 23:35:34,656 | INFO | step_5_generate_sentiment | Skipping sentiment for 0a63e81d-eeed-4229-a005-19616f2338a5 -> No – not a review
2025-07-05 23:35:34,980 | INFO | step_5_generate_sentiment | Skipping sentiment for 9f9bbb90-251b-4e76-bc90-396b3ccc688f -> No - not a review
2025-07-05 23:35:35,337 | INFO | step_5_generate_sentiment | Skipping sentiment for d6e80c6c-a44b-423f-b98f-36a6baaf87be -> No – not a review
2025-07-05 23:35:35,676 | INFO | step_5_generate_sentiment | Skipping sentiment for 147ec0da-8e71-4ab9-9574-50a6a50e854d -> No – not a review
2025-07-05 23:35:36,033 | INFO | step_5_generate_sentiment | Skipping sentiment for 733f7724-973c-461a-8490-19e62263ac31 -> No – not a review
2025-07-05 23:35:36,387 | INFO | step_5_generate_sentiment | Skipping sentiment for 4e00925d-b237-4d73-84d5-784105115c79 -> No – not a review
2025-07-05 23:35:36,861 | INFO | step_5_generate_sentiment | Skipping sentiment for a66afad8-cdaf-4c36-b475-1bc801f2ea05 -> No – not a review
2025-07-05 23:35:37,165 | INFO | step_5_generate_sentiment | Skipping sentiment for 872761d7-d005-4807-9cd8-6b21b291b004 -> No – not a review.
2025-07-05 23:35:37,461 | INFO | step_5_generate_sentiment | Skipping sentiment for 8d20e957-b077-4a34-87a4-5a7461ede3ea -> No – not a review.
2025-07-05 23:35:37,807 | INFO | step_5_generate_sentiment | Skipping sentiment for 879620f6-e2ab-4329-828d-3652df86f2e4 -> No – not a review
2025-07-05 23:35:38,119 | INFO | step_5_generate_sentiment | Skipping sentiment for 3120f158-6c67-43d9-b39a-6857bf98fade -> No – not a review.
