2025-06-26 09:52:46,175 | INFO | httpx | HTTP Request: GET https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?select=id%2Cblog_title%2Cshort_review%2Csentiment&sentiment=is.null "HTTP/2 200 OK"
2025-06-26 09:52:50,434 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:50,557 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.e6a18d6e-909a-4a10-8ca5-53d54b94d484 "HTTP/2 200 OK"
2025-06-26 09:52:50,562 | INFO | __main__ | Updated sentiment for e6a18d6e-909a-4a10-8ca5-53d54b94d484 -> No – not a review
2025-06-26 09:52:50,902 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:51,019 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.8820e3d2-2419-4f1d-92ab-ce6865722b76 "HTTP/2 200 OK"
2025-06-26 09:52:51,021 | INFO | __main__ | Updated sentiment for 8820e3d2-2419-4f1d-92ab-ce6865722b76 -> No – not a review
2025-06-26 09:52:52,033 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:52,279 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.6d7308cd-cb8e-4ee1-86a8-598e7fa0fb34 "HTTP/2 200 OK"
2025-06-26 09:52:52,281 | INFO | __main__ | Updated sentiment for 6d7308cd-cb8e-4ee1-86a8-598e7fa0fb34 -> No – not a review
2025-06-26 09:52:52,688 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:52,805 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.ddf1baa5-2933-4eec-a9ed-1703f8733d45 "HTTP/2 200 OK"
2025-06-26 09:52:52,806 | INFO | __main__ | Updated sentiment for ddf1baa5-2933-4eec-a9ed-1703f8733d45 -> No – not a review
2025-06-26 09:52:53,251 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:53,513 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.91281656-5c7a-4cff-a89d-4d2f004e7ca7 "HTTP/2 200 OK"
2025-06-26 09:52:53,514 | INFO | __main__ | Updated sentiment for 91281656-5c7a-4cff-a89d-4d2f004e7ca7 -> No – not a review
2025-06-26 09:52:53,917 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:54,230 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.1c9ab184-8d4a-4849-aacd-5f8934b197ca "HTTP/2 200 OK"
2025-06-26 09:52:54,232 | INFO | __main__ | Updated sentiment for 1c9ab184-8d4a-4849-aacd-5f8934b197ca -> No – not a review
2025-06-26 09:52:54,745 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:54,857 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.8d208d8b-d666-4cfe-a58f-3deaa6f126af "HTTP/2 200 OK"
2025-06-26 09:52:54,858 | INFO | __main__ | Updated sentiment for 8d208d8b-d666-4cfe-a58f-3deaa6f126af -> No - not a review
2025-06-26 09:52:55,301 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:55,441 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.e2d79a5d-329c-4116-9c4c-c5d5c532094b "HTTP/2 200 OK"
2025-06-26 09:52:55,443 | INFO | __main__ | Updated sentiment for e2d79a5d-329c-4116-9c4c-c5d5c532094b -> No – not a review
2025-06-26 09:52:56,125 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:56,261 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.39a35ee9-7351-42df-9830-bcaed5896a2d "HTTP/2 200 OK"
2025-06-26 09:52:56,263 | INFO | __main__ | Updated sentiment for 39a35ee9-7351-42df-9830-bcaed5896a2d -> Maybe
2025-06-26 09:52:56,785 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:56,900 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.e0fb8b58-041b-46bc-9071-cea77fe6f62f "HTTP/2 200 OK"
2025-06-26 09:52:56,901 | INFO | __main__ | Updated sentiment for e0fb8b58-041b-46bc-9071-cea77fe6f62f -> Yes
2025-06-26 09:52:57,398 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:57,707 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.87c4c57e-bc1c-4f06-b2f4-ad0364008923 "HTTP/2 200 OK"
2025-06-26 09:52:57,710 | INFO | __main__ | Updated sentiment for 87c4c57e-bc1c-4f06-b2f4-ad0364008923 -> Yes
2025-06-26 09:52:58,072 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:58,205 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.4538efd1-4bde-495f-a9a1-6c31091a2560 "HTTP/2 200 OK"
2025-06-26 09:52:58,207 | INFO | __main__ | Updated sentiment for 4538efd1-4bde-495f-a9a1-6c31091a2560 -> No – not a review
2025-06-26 09:52:59,000 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:59,139 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.f37a398f-a3ba-4a2c-a558-1bcce458997c "HTTP/2 200 OK"
2025-06-26 09:52:59,142 | INFO | __main__ | Updated sentiment for f37a398f-a3ba-4a2c-a558-1bcce458997c -> No – not a review
2025-06-26 09:52:59,549 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:52:59,826 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.4d6f228c-ef5b-44b7-b3a3-ad0c9fdf6673 "HTTP/2 200 OK"
2025-06-26 09:52:59,831 | INFO | __main__ | Updated sentiment for 4d6f228c-ef5b-44b7-b3a3-ad0c9fdf6673 -> No – not a review
2025-06-26 09:53:00,272 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:00,412 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.878cc037-5730-4a28-a771-55ff5a148edf "HTTP/2 200 OK"
2025-06-26 09:53:00,414 | INFO | __main__ | Updated sentiment for 878cc037-5730-4a28-a771-55ff5a148edf -> No – not a review
2025-06-26 09:53:00,983 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:01,138 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.80120537-5afe-4be7-a219-ca27a94894ee "HTTP/2 200 OK"
2025-06-26 09:53:01,140 | INFO | __main__ | Updated sentiment for 80120537-5afe-4be7-a219-ca27a94894ee -> No - not a review
2025-06-26 09:53:01,599 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:01,718 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.31cc6021-5720-44f0-8f82-fcfb040425d6 "HTTP/2 200 OK"
2025-06-26 09:53:01,719 | INFO | __main__ | Updated sentiment for 31cc6021-5720-44f0-8f82-fcfb040425d6 -> No – not a review.
2025-06-26 09:53:02,266 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:02,452 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.944c3f0a-1304-4708-8a26-84a362feba96 "HTTP/2 200 OK"
2025-06-26 09:53:02,454 | INFO | __main__ | Updated sentiment for 944c3f0a-1304-4708-8a26-84a362feba96 -> No - not a review
2025-06-26 09:53:02,750 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:02,868 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.7aa9d578-3a61-47a3-944f-c8d1d8951b22 "HTTP/2 200 OK"
2025-06-26 09:53:02,869 | INFO | __main__ | Updated sentiment for 7aa9d578-3a61-47a3-944f-c8d1d8951b22 -> No
2025-06-26 09:53:03,860 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:04,004 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.27912146-e465-4f6a-a0df-6ea3c62f9d81 "HTTP/2 200 OK"
2025-06-26 09:53:04,005 | INFO | __main__ | Updated sentiment for 27912146-e465-4f6a-a0df-6ea3c62f9d81 -> No – not a review
2025-06-26 09:53:04,384 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:04,507 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.52450c67-f76e-427a-8924-68ef6ccfc9ff "HTTP/2 200 OK"
2025-06-26 09:53:04,508 | INFO | __main__ | Updated sentiment for 52450c67-f76e-427a-8924-68ef6ccfc9ff -> Yes
2025-06-26 09:53:04,872 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:05,013 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.4210c759-58d0-4250-b71d-803b43dd7816 "HTTP/2 200 OK"
2025-06-26 09:53:05,015 | INFO | __main__ | Updated sentiment for 4210c759-58d0-4250-b71d-803b43dd7816 -> No – not a review
2025-06-26 09:53:06,083 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:06,391 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.738fbf7f-9648-4ef7-98e4-c372df80f8ed "HTTP/2 200 OK"
2025-06-26 09:53:06,392 | INFO | __main__ | Updated sentiment for 738fbf7f-9648-4ef7-98e4-c372df80f8ed -> No – not a review.
2025-06-26 09:53:07,190 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:07,323 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.aef593aa-1848-4172-ac90-f65c7c347628 "HTTP/2 200 OK"
2025-06-26 09:53:07,325 | INFO | __main__ | Updated sentiment for aef593aa-1848-4172-ac90-f65c7c347628 -> Maybe
2025-06-26 09:53:07,728 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:07,857 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.7c86162c-406b-4025-ab00-333ed187c488 "HTTP/2 200 OK"
2025-06-26 09:53:07,859 | INFO | __main__ | Updated sentiment for 7c86162c-406b-4025-ab00-333ed187c488 -> No – not a review
2025-06-26 09:53:08,254 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:08,372 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.aa50af05-1d9a-4175-9d80-cb664d3cc4cc "HTTP/2 200 OK"
2025-06-26 09:53:08,374 | INFO | __main__ | Updated sentiment for aa50af05-1d9a-4175-9d80-cb664d3cc4cc -> No – not a review
2025-06-26 09:53:09,302 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:09,435 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.667914b7-a089-49c0-b108-a74cd525cb02 "HTTP/2 200 OK"
2025-06-26 09:53:09,436 | INFO | __main__ | Updated sentiment for 667914b7-a089-49c0-b108-a74cd525cb02 -> No – not a review
2025-06-26 09:53:09,998 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:10,112 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.69f19089-c6d2-4129-a299-b0cd56a693f9 "HTTP/2 200 OK"
2025-06-26 09:53:10,114 | INFO | __main__ | Updated sentiment for 69f19089-c6d2-4129-a299-b0cd56a693f9 -> No – not a review
2025-06-26 09:53:10,757 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:10,870 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.ab7d2989-f1f5-4a89-b61b-0cb7e4076d63 "HTTP/2 200 OK"
2025-06-26 09:53:10,872 | INFO | __main__ | Updated sentiment for ab7d2989-f1f5-4a89-b61b-0cb7e4076d63 -> No – not a review.
2025-06-26 09:53:11,266 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:11,397 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.07b817b7-3da5-41c3-844d-df214d6fce4e "HTTP/2 200 OK"
2025-06-26 09:53:11,398 | INFO | __main__ | Updated sentiment for 07b817b7-3da5-41c3-844d-df214d6fce4e -> No - not a review
2025-06-26 09:53:11,737 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:12,146 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.6b0631a4-4a9f-441b-bc44-3f11afcb7b44 "HTTP/2 200 OK"
2025-06-26 09:53:12,148 | INFO | __main__ | Updated sentiment for 6b0631a4-4a9f-441b-bc44-3f11afcb7b44 -> No
2025-06-26 09:53:12,452 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:12,583 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.5c0b1eec-f2ab-4e8c-aaaf-c05cf85846b8 "HTTP/2 200 OK"
2025-06-26 09:53:12,585 | INFO | __main__ | Updated sentiment for 5c0b1eec-f2ab-4e8c-aaaf-c05cf85846b8 -> Maybe
2025-06-26 09:53:12,951 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:13,149 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.2c095f04-6916-477b-9e0f-4777e826bf08 "HTTP/2 200 OK"
2025-06-26 09:53:13,151 | INFO | __main__ | Updated sentiment for 2c095f04-6916-477b-9e0f-4777e826bf08 -> No – not a review
2025-06-26 09:53:13,685 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:13,808 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.9edb720e-bd0a-4924-8ca0-998befaeb05e "HTTP/2 200 OK"
2025-06-26 09:53:13,816 | INFO | __main__ | Updated sentiment for 9edb720e-bd0a-4924-8ca0-998befaeb05e -> No – not a review
2025-06-26 09:53:14,296 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:14,406 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.830f7a34-8d36-4615-80f6-92762b6fa9ff "HTTP/2 200 OK"
2025-06-26 09:53:14,406 | INFO | __main__ | Updated sentiment for 830f7a34-8d36-4615-80f6-92762b6fa9ff -> No – not a review.
2025-06-26 09:53:14,706 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:14,825 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.2a53e58c-d101-46cb-9557-b76a23b1b65c "HTTP/2 200 OK"
2025-06-26 09:53:14,827 | INFO | __main__ | Updated sentiment for 2a53e58c-d101-46cb-9557-b76a23b1b65c -> Yes
2025-06-26 09:53:15,349 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:15,498 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.7b5e2931-9eb6-4144-9152-142bff5a6cea "HTTP/2 200 OK"
2025-06-26 09:53:15,500 | INFO | __main__ | Updated sentiment for 7b5e2931-9eb6-4144-9152-142bff5a6cea -> No – not a review
2025-06-26 09:53:15,933 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:16,051 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.84228d08-e047-4cfe-b4b1-670aa08f9192 "HTTP/2 200 OK"
2025-06-26 09:53:16,053 | INFO | __main__ | Updated sentiment for 84228d08-e047-4cfe-b4b1-670aa08f9192 -> No – not a review
2025-06-26 09:53:16,481 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:16,600 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.7ed7c829-da25-4ea3-bfa6-5a1027e99d80 "HTTP/2 200 OK"
2025-06-26 09:53:16,602 | INFO | __main__ | Updated sentiment for 7ed7c829-da25-4ea3-bfa6-5a1027e99d80 -> Maybe
2025-06-26 09:53:16,957 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:17,080 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.8e8ba5a7-1a68-4296-a296-707ca568c505 "HTTP/2 200 OK"
2025-06-26 09:53:17,082 | INFO | __main__ | Updated sentiment for 8e8ba5a7-1a68-4296-a296-707ca568c505 -> No - not a review
2025-06-26 09:53:17,491 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:17,616 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.3a10917b-edbe-4fa0-a167-d4e03db9bca2 "HTTP/2 200 OK"
2025-06-26 09:53:17,617 | INFO | __main__ | Updated sentiment for 3a10917b-edbe-4fa0-a167-d4e03db9bca2 -> No – not a review
2025-06-26 09:53:17,983 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:18,098 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.1047d3ac-af30-48ee-914d-74cd99f9f6ce "HTTP/2 200 OK"
2025-06-26 09:53:18,099 | INFO | __main__ | Updated sentiment for 1047d3ac-af30-48ee-914d-74cd99f9f6ce -> Maybe
2025-06-26 09:53:18,493 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:18,610 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.36003334-3a51-430a-9184-559b09dc58b1 "HTTP/2 200 OK"
2025-06-26 09:53:18,612 | INFO | __main__ | Updated sentiment for 36003334-3a51-430a-9184-559b09dc58b1 -> Yes
2025-06-26 09:53:19,129 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:19,255 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.aad5ba6c-26ed-466a-b166-9877e8262c12 "HTTP/2 200 OK"
2025-06-26 09:53:19,257 | INFO | __main__ | Updated sentiment for aad5ba6c-26ed-466a-b166-9877e8262c12 -> No
2025-06-26 09:53:19,753 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:19,867 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.075ad06e-d9c1-444e-8bcb-12094822d02a "HTTP/2 200 OK"
2025-06-26 09:53:19,869 | INFO | __main__ | Updated sentiment for 075ad06e-d9c1-444e-8bcb-12094822d02a -> No - not a review
2025-06-26 09:53:20,234 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:20,367 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.8f653569-9a48-4533-adf1-937d2c86fd9f "HTTP/2 200 OK"
2025-06-26 09:53:20,369 | INFO | __main__ | Updated sentiment for 8f653569-9a48-4533-adf1-937d2c86fd9f -> Yes
2025-06-26 09:53:20,951 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:21,084 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.f016d1d9-a980-45d8-827b-ddae64064bbb "HTTP/2 200 OK"
2025-06-26 09:53:21,085 | INFO | __main__ | Updated sentiment for f016d1d9-a980-45d8-827b-ddae64064bbb -> Maybe
2025-06-26 09:53:21,473 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:21,581 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.3347c2e0-212b-41e9-8f63-d239298ea32d "HTTP/2 200 OK"
2025-06-26 09:53:21,583 | INFO | __main__ | Updated sentiment for 3347c2e0-212b-41e9-8f63-d239298ea32d -> Maybe
2025-06-26 09:53:21,974 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:22,087 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.197d4503-a644-4ec6-be02-32dac1dab9a2 "HTTP/2 200 OK"
2025-06-26 09:53:22,090 | INFO | __main__ | Updated sentiment for 197d4503-a644-4ec6-be02-32dac1dab9a2 -> No – not a review
2025-06-26 09:53:22,589 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:53:22,721 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.f26a9b31-2a66-4d5d-945f-b16730da0dfc "HTTP/2 200 OK"
2025-06-26 09:53:22,722 | INFO | __main__ | Updated sentiment for f26a9b31-2a66-4d5d-945f-b16730da0dfc -> No – not a review
2025-06-26 09:53:23,205 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
